Date,Close,High,Low,Open,Volume,Target
2000-01-01,0.07080531120300293,0.09217784757000294,0.06686495537383107,0.09026773826321555,4941456000,1
2000-02-01,0.12226647883653641,0.13038652193774702,0.06829730895384589,0.07092451796377348,9160848000,1
2000-03-01,0.1614004224538803,0.2865628019235738,0.10984937924183903,0.12226648758337993,17552160000,1
2000-04-01,0.17026594281196594,0.21086247314100645,0.10889383020134032,0.15993775225904847,6481728000,1
2000-05-01,0.21802610158920288,0.2253098287722152,0.1442368736922206,0.1767133781903896,8695584000,1
2000-06-01,0.24286210536956787,0.3362338586785092,0.2185038152615996,0.2244744086711149,13271304000,0
2000-07-01,0.2292502373456955,0.29539810213245765,0.1910415592836161,0.24453389987183272,7280352000,1
2000-08-01,0.3032788038253784,0.3152190657038967,0.20632520117679914,0.22925022960283395,6079248000,1
2000-09-01,0.31283116340637207,0.32620380636431223,0.23880262238739133,0.30948779086903705,5868576000,0
2000-10-01,0.2374289631843567,0.32954720757538086,0.2008323685150831,0.3171291842719751,8841576000,0
2000-11-01,0.15474389493465424,0.3056666287235972,0.13898340207421941,0.23163808794374846,8675472000,0
2000-12-01,0.12519167363643646,0.19390712106672825,0.10507268589680065,0.16429625757360444,14453208000,1
2001-01-01,0.19725051522254944,0.2177876610530233,0.10793831493733791,0.12608759755628984,10728648000,0
2001-02-01,0.17074374854564667,0.23307138431923222,0.1566540376915763,0.1972505818557603,11644824000,1
2001-03-01,0.24805603921413422,0.27390630657798015,0.15283376861717246,0.1685942604120027,28940472000,1
2001-04-01,0.3182753920555115,0.34383679514056625,0.2056089980305732,0.24739947211350832,31102920000,1
2001-05-01,0.3271014392375946,0.3820839000981016,0.28866445792046824,0.31942156931119303,28041600000,1
2001-06-01,0.35438233613967896,0.38055535901071036,0.31693844239288665,0.32935646512885,20156760000,0
2001-07-01,0.3091054856777191,0.34655028926571313,0.25698956426592806,0.34036054334953836,21604512000,1
2001-08-01,0.3236628472805023,0.346626384965666,0.3066222172267311,0.3151806012171587,29863464000,0
2001-09-01,0.20991714298725128,0.32278438502486634,0.19493884956174026,0.32278438502486634,21169188000,1
2001-10-01,0.3275224566459656,0.38544572704530916,0.17316002467186553,0.20976395510464838,26377200000,1
2001-11-01,0.4175407290458679,0.4278570057551437,0.3266815309994809,0.33172505255962803,28734600000,1
2001-12-01,0.5112279653549194,0.5368278479744316,0.40386274556808777,0.4087531168300962,17648640000,0
2002-01-01,0.5023634433746338,0.5552441021364146,0.4566665044635275,0.5134444357084845,23589180000,0
2002-02-01,0.3898014724254608,0.5068721985231714,0.3763527191780597,0.5015233600864646,30995268000,0
2002-03-01,0.33898502588272095,0.46224462615553646,0.3199572665184218,0.39354659718496154,27269724000,0
2002-04-01,0.2660062909126282,0.3415066331017614,0.23207726648930757,0.32018635556753,32098620000,0
2002-05-01,0.2556900680065155,0.3106340037984283,0.23467608907297527,0.26165057803966646,27800688000,0
2002-06-01,0.13128428161144257,0.2570656444003107,0.12555301734676433,0.24950038814216435,28839096000,0
2002-07-01,0.08459331095218658,0.17843274430236916,0.08360020466570735,0.13067259682000368,32480220000,0
2002-08-01,0.07718120515346527,0.1027801973422946,0.06487780105963753,0.0852810714386813,24041412000,0
2002-09-01,0.06541239470243454,0.090936184715783,0.06380764400750596,0.07351318107495049,17827740000,1
2002-10-01,0.09093619883060455,0.09154692120548528,0.05502003675827376,0.06594793217892306,18364572000,1
2002-11-01,0.13090188801288605,0.13586928630109868,0.07809822243630328,0.08956073765640493,34187196000,0
2002-12-01,0.08795595169067383,0.13961335375128325,0.08551030880002214,0.13785545931869986,21906672000,0
2003-01-01,0.07886208593845367,0.10606675136077938,0.07305471792875305,0.09170009818066506,23529132000,1
2003-02-01,0.09643824398517609,0.10308649752131716,0.07129682420334807,0.08031369544246574,21243756000,1
2003-03-01,0.09842444956302643,0.11332571283787118,0.09170008642132915,0.09758447978221599,18003156000,1
2003-04-01,0.10950548946857452,0.11233260822435488,0.0982722300125768,0.10048770389314757,12578136000,1
2003-05-01,0.19998228549957275,0.2034980750698801,0.10812998735994085,0.10874070986223433,37281804000,0
2003-06-01,0.17507106065750122,0.21205646046078125,0.16857502892549692,0.2051789466181833,23196180000,0
2003-07-01,0.14587926864624023,0.196772826263576,0.14030115440528884,0.17285469532200398,19904292000,0
2003-08-01,0.13884949684143066,0.164067019360066,0.11661222922007725,0.14595625641735296,21743736000,0
2003-09-01,0.12203723192214966,0.16406705579590947,0.11997397912462442,0.1412942489227997,23588952000,1
2003-10-01,0.13510450720787048,0.1433575194167444,0.12188502579397399,0.12226649428934658,13788444000,1
2003-11-01,0.16223305463790894,0.16903352893605628,0.1330412413124495,0.1344167523240628,17760924000,1
2003-12-01,0.1772865206003189,0.18492880175781043,0.14901262872393314,0.16406704193508606,12347688000,0
2004-01-01,0.17002755403518677,0.19776682962837805,0.16162140611893644,0.18011457079509904,12401580000,0
2004-02-01,0.17002755403518677,0.1859219315884942,0.1672765594020313,0.17140306501614283,11862804000,1
2004-03-01,0.20174019038677216,0.2038795536945526,0.15764804447466296,0.16956905261925,13192248000,0
2004-04-01,0.15680715441703796,0.2090000907493205,0.15619550953052247,0.20196944034072614,12362592000,1
2004-05-01,0.17919756472110748,0.18019067805595765,0.1520690053541454,0.15848801093217868,10290336000,0
2004-06-01,0.15642480552196503,0.18424112878830365,0.14733182870786288,0.17614033643173296,9524892000,0
2004-07-01,0.11783460527658463,0.1584118884722113,0.10576045425708325,0.15818264121826048,11743992000,0
2004-08-01,0.09521493315696716,0.1199739548947656,0.07106755619595477,0.11791070251393342,22610472000,1
2004-09-01,0.11095711588859558,0.11600061774016422,0.0927702371573563,0.09399259785953723,15624108000,0
2004-10-01,0.11057470738887787,0.12142649099402836,0.09995308654950323,0.11149171006332885,16351632000,1
2004-11-01,0.14618554711341858,0.1568832803548792,0.11065175916332944,0.11210336716984896,18380604000,1
2004-12-01,0.18003755807876587,0.19073620687279766,0.14641479494087783,0.14748401896088933,17652936000,0
2005-01-01,0.1751471906900406,0.18890220623802825,0.15634866625276883,0.1863043480305506,13718760000,1
2005-02-01,0.22153183817863464,0.22382433829967846,0.1739248153040219,0.17499403926255824,17263920000,0
2005-03-01,0.18156613409519196,0.22619380514491882,0.17934974514459054,0.22252580864700458,15128592000,0
2005-04-01,0.16758191585540771,0.1863804382361845,0.15986352349454552,0.18378256664852552,9788556000,1
2005-05-01,0.20708905160427094,0.21327880963111237,0.16444851452742207,0.16956904868185646,14199696000,0
2005-06-01,0.2041858285665512,0.22458910868641277,0.1969259445961858,0.20571356067161942,16206264000,1
2005-07-01,0.206783726811409,0.22390138215204228,0.19425107207635148,0.20349811305997464,13622904000,1
2005-08-01,0.23444680869579315,0.23735002372045463,0.20663051450565006,0.20800601145117312,14333544000,1
